comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
спасибо огромное,0,0,0,0,1
"большое спасибо за оперативность, в решении данной проблемы",1,0,0,0,1
всё супер 👍,0,0,0,0,0
спасибо большое.,0,0,0,0,1
вопрос решили очень быстро. большое спасибо!,1,0,0,0,1
спасибо за оперативность!,1,0,0,0,1
спасибо!),0,0,0,0,1
спасибо за оперативность,1,0,0,0,1
очень вежливый и внимательный мастер. все выяснил и починил !,0,0,1,0,0
спасибо большое!!!,0,0,0,0,1
оперативно устранили протечку.,1,0,0,0,1
все заработало,0,0,0,0,0
спасибо большое за оперативность,1,0,0,0,1
все сделали. но оперативности не было. на третий день после заявки об аварийной ситуации отреагировали и то после доп звонка,1,0,0,1,0
быстро и по делу,1,0,0,0,0
спасибо.,0,0,0,0,1
"очень доволен 👍
быстро и качественно 
благодарю 🤩",1,1,0,0,1
"быстро обработали заявку,и быстро пришли слесари",1,0,0,0,0
"здравствуйте! на нашем 7 этаже  нет запаха краски, так как дверь красили на другом этаже. заявка касается зловония гнилью и кошачьим туалетом. в воскресенье, 19 января, запах исчез, но сейчас он снова появился. усиливается вонь возле вентиляции, у 26-27 квартир. решите, пожалуйста, проблему.",0,0,0,0,0
"вежливые и отзывчивые сотрудники, быстро решают все возникшие проблемы!",1,0,1,0,0
быстро и качественно,1,1,0,0,0
быстро и качественно . спасибо за работу !!!!,1,1,0,0,1
спасибочки большое вам.🤗,0,0,0,0,1
оперативно,1,0,0,0,0
не пойму что делать далее,0,0,0,0,0
"очень понравился ваш сотрудник. все проверил, показал, объяснил. надеюсь с отоплением проблем не будет. спасибо",0,0,1,0,1
огромное спасибо. все четко. предварительно перезвонили и мастер пришел в назначенное время,0,0,0,0,1
"добрый вечер ! это как нет расчетов , мне выставляют счета с этого приложения и я их оплачиваю",0,0,0,0,0
"у меня перепутаны счетчики на электричество и мне начислено за другую квартиру, акт сделали, просьба сделать перерасчет с самого начала периода",0,0,0,1,0
разъяснения получены. спасибо!,0,0,0,0,1
"после корректировки настроек топления, в квартире стало теплее",0,0,0,0,0
благодарю за оперативность. неполадка устранена.,1,0,0,0,1
все быстро сделали,1,0,0,1,0
"инженер сказал показания передаются автоматически, почему в квитанциях начисления по электроэнергии по нормативам?",0,0,0,0,0
спасибо за оперативность!,1,0,0,0,1
спасибо за оперативный ответ и работу🩷,0,0,0,0,1
в целом быстро и оперативно,1,0,0,0,0
огромное спасибо за оперативность,1,0,0,0,1
все ок,0,0,0,1,0
"качественно, быстро",1,1,0,0,0
качественно 🤝 особое благодарность сергею,0,1,0,0,0
очень быстро. спасибо,1,0,0,0,1
спасибо за быстрое и качественное реагирование👍🏻,1,1,0,0,1
благодарю за оперативный ответ со стороны сотрудников расчётно - платёжного отдела.,0,0,0,0,1
"уборщица всё равно не подметает, на мой вопрос почему задала мне вопрос-а что надо? не знаю какие разьяснения вы делаете персоналу, они об этом не в курсе.",0,0,0,0,0
спасибо за оперативность!,1,0,0,0,1
спасибо!!!,0,0,0,0,1
спасибо за оперативность.,1,0,0,0,1
"вода горячая,  первое время- ржавая.  хотелось бы,  чтобы устанавливать такие ситуации быстрее,  чем за 14 часов.",0,0,0,0,0
спасибо),0,0,0,0,1
спасибо за обратную связь!,0,0,0,0,1
вопрос решили за 5мин.,1,0,0,0,1
"спасибо андрею , все устранил 👍🏻",0,0,1,0,1
"батарея полностью горячая, спасибо огромное за работу",0,0,0,0,1
"спасибо большое, выполнили быстро замену❤️",1,0,0,1,1
"спасибо за работу ,очень хороший человек.",0,0,0,0,1
"спасибо, мастер пришел все сделал",0,0,0,0,1
заявка выполнена,0,0,0,1,0
"очень быстро отреагировали, проблему решили",1,0,0,0,1
"спасибо ,очень быстро выполнили работу",1,0,0,1,1
"быстро и понятно,  спасибо!",1,0,0,0,1
"очень быстро отреагировали, приехали в удобное время!",1,0,0,1,0
спасибо за ответ!,0,0,0,0,1
к кому обратиться по поводу оплаты квитанции другим плательщиком?,0,0,0,0,0
"приложение нужно дорабатывать ,сами пишите что зачисляются до 5 дней, сами просите оплатить до 20 января, а у самих нет никаких данных о поступлении, уже и выписку приложила ,все без изменений",0,0,0,0,0
"спасибо, я вижу счетчики заведены в программу и отобразились в приложении",0,0,0,0,1
большое спасибо за выполнение работы!,0,0,0,0,1
спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.,0,0,0,0,1
все хорошо,0,0,0,0,0
спасибо большое!,0,0,0,0,1
спасибо за оперативное выполнение заявки!,1,0,0,0,1
спасибо большое!,0,0,0,0,1
"ук отреагировали быстро. сантехник пришел вовремя, исправил.",1,0,1,0,0
"чисто ,быстро ,аккуратно",1,0,0,0,0
все разъяснили👍,0,0,0,0,0
"заявку выполнили быстро ,спасибо",1,0,0,1,1
"большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали.  спасибо",1,0,0,1,1
повторная заявка (4195451),0,0,0,0,0
"отлично, большое спасибо",0,0,0,0,1
"да неисправность устранена, но по времени не очень быстро",1,0,0,0,0
кнопки не светятся при нажатии,0,0,0,0,0
"мастер пришёл в день заявки это радует.
розетка оказалась исправна в итоге по ремонту не пришлось ничего делать. будем наблюдать! надеюсь будет работать и дальше.",0,0,0,0,0
"мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично",0,0,1,0,1
"прошу прислать акт, заключение. на потолке образовалось пятно от протечки",0,0,0,0,0
ужасная управляющая компания,0,0,0,0,0
"благодарю за чистоту в подъезде, а то у нас там появился неприятный запах.",0,0,1,0,1
быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,1,0,0,0,1
работа выполнена быстро!,1,1,0,0,0
оперативно и качественно,1,1,0,0,0
"спасибо, счетчик стал работать",0,0,0,0,1
"20 января, пока запаа нет",0,0,0,0,0
спасибо! очень помогли! отличный сантехник,0,0,0,0,1
"спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!",1,0,0,0,1
"заявка выполнена, спасибо за заботу.",0,0,0,1,1
отлично работает теперь,0,0,0,0,0
очень оперативно,1,0,0,0,0
все понятно. спасибо,0,0,0,0,1
вопрос решен. спасибо,0,0,0,0,1
заявка выполнена,0,0,0,1,0
"поплняйте, пожалуйста, своевременно. сейчас опять мало пакетов",0,0,0,0,0
быстро,1,0,0,0,0
"спасибо большое за работу, за быстрый ответ на заявку и устранения .",0,0,0,0,1
в лк у меня нет задолженности. оплачивал более недели назад.,0,0,0,0,0
спасибо за оперативность !!!,1,0,0,0,1
большое спасибо инженеру.,0,0,1,0,1
спасибо станиславу большое!),0,0,1,0,1
идеально закрывается дверь. огромное спасибо мастеру!,0,1,1,0,1
все хорошо,0,1,0,0,0
все хорошо,0,1,0,0,0
все быстро и оперативно. спасибо!,1,0,0,0,1
спасибо за оперативность!,1,0,0,0,1
спасибо большое,0,0,0,0,1
"хотелось бы чтобы передали информацию в отдел занимающийся возвратом средств. 
получается нет взаимодействия смежных отделов в ук",0,0,0,0,0
хорошо только цвет другой,0,0,0,0,0
спасибо большое! все оперативно устранили.,1,0,0,0,1
это с учётом остальных платежей или только за электричество?,0,0,0,0,0
оперативно,1,0,0,0,0
оплата за коммунальные услуги оплачены 30.12.2024. когда можно пере заказать  справку,0,0,0,0,0
всё супер. спасибо сантехнику за решение проблемы.,0,0,0,0,1
спасибо за быстрое исполнение заявки,1,0,0,0,1
"спасибо за оперативную работу,вопрос решен.",0,0,0,0,1
"оперативно, качественно, проффессионально.",1,1,0,0,0
спасибо! все оперативно и быстро было сделано! 👍🏻,1,0,0,0,1
спасибо за порядок на нашей площадке,0,0,0,0,1
отработали оперативно,1,0,0,0,0
"быстро, класс!",1,0,0,0,0
неверный логин пароль,0,0,0,0,0
все оперативно. спасибо,1,0,0,0,1
неверный логин и пароль🥹,0,0,0,0,0
спасибо за оперативность!,1,0,0,0,1
"все быстро , четко , спасибо !",1,0,0,0,1
"надеюсь, что закрепили, а не просто втолкнули назад. проверю вечером",0,0,0,0,0
"спасибо, оперативно",1,0,0,0,1
быстро и качественно!,1,1,0,0,0
все работает,0,1,0,0,0
благодарю за оперативное решение!,1,0,0,0,1
"помыт только пол. двери , где входная группа так и в пыли .",0,0,0,0,0
"оперативно и быстро все сделали, что требовалось.",1,0,0,1,0
первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!,1,0,0,1,1
"быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.",1,0,0,0,1
спасибо огромное!,0,0,0,0,1
отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.,1,0,0,0,1
"вы лучшие,  благодарю.",0,0,0,0,1
спасибо большое за оперативность,1,0,0,0,1
спасибо большое,0,0,0,0,1
"отличная работа, быстро и качественно",1,1,0,0,0
"отличная работа, быстро, качественно 🙌",1,1,0,0,0
"не доделали работу до конца, ушли, пока трудно оценить,устранили ли причину протечки.",0,0,0,0,1
очень благодарны!,0,0,0,0,0
"спасибо за ремонт, приступили к работам в тот же день!",0,0,0,0,1
"посыпали песком но не везде, упала на парковке и разбила руку",0,0,0,0,0
оперативно,1,0,0,0,0
"все объяснил,обнаружил утечку сверху,залитие приостановлено,благодарю.",0,0,0,0,1
"да, заработало",0,0,0,0,0
"спасибо, мастер пришёл очень быстро.",1,0,0,0,1
"спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!",1,0,0,0,1
сделали все быстро,1,0,0,1,0
быстро сделали. спасибо.,1,0,0,1,1
спасибо большое,0,0,0,0,1
"спасибо, хорошо убрали!",0,0,0,0,1
очень чисто. спасибо за уборку,0,0,0,0,1
большое спасибо. все выполнено оперативно и качественно,1,1,0,1,1
спасибо большое !,0,0,0,0,1
спасибо большое,0,0,0,0,1
"спасибо, заявка выполнена.",0,0,0,1,1
спасибо большое за оперативный ответ,0,0,0,0,1
на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!,1,1,0,0,1
"спасибо,оперативно отреагировали, перекрыли воду",1,0,0,0,1
спасибо за оперативность,1,0,0,0,1
"выполнено, спасибо",0,0,0,1,1
очень быстро решил проблему,1,0,0,0,0
спасибо большое!!! вы очень аперативные,0,0,0,0,1
все оперативно устранили,1,0,0,0,1
"хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.",0,0,0,0,1
"четко, оперативно",1,0,0,0,0
спасибо за работу!,0,0,0,0,1
"причину выяснили, но дверь как была открыта, так и осталась. вопрос не был решен.",0,0,0,0,0
очень быстро отреагировали,1,0,0,0,0
"частично произведена уборка, засохшое дерьмо в углу так и осталось не убранным.",0,0,0,0,0
"спасибо, что быстро исправили👌👍💖",1,0,0,0,1
все оперативно и качественно,1,1,0,0,0
все быстро и хорошо,1,0,0,0,0
"долго, но всё равно, спасибо",0,0,0,0,1
"спасибо , быстро отреагировали!",1,0,0,0,1
спасибо огромное,0,0,0,0,1
спасибо огромное,0,0,0,0,1
"оперативно, доброжелательно и качественно! огромное спасибо за помощь.",1,1,1,0,1
быстро и вовремя,1,0,0,0,0
"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",1,0,0,0,1
быстро сработали!,1,0,0,0,0
спасибо за оперативность,1,0,0,0,1
огромное спасибо за оперативную помощь.,0,0,0,0,1
работает. спасибо,0,0,0,0,1
всё решили быстро,1,0,0,0,1
на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео,0,0,0,0,0
спасибо огромное андрею! мастер своего дела,0,0,1,0,1
благодарим,0,0,0,0,1
"отличный мастер приходил, отзывчивый. все устранил",0,0,0,0,0
быстро! качественно! спасибо!,1,1,0,0,1
спасибо за оперативность!,1,0,0,0,1
ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?,0,0,0,0,1
вот это скорость выполнения заявки 🔥 вот это я понимаю! в пример всем остальным! спасибо большое! 👍🏽👏🏽,1,0,0,0,1
"воду дали, но не понятно почему ее не было",0,0,0,0,0
пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо,1,0,0,0,1
"оперативно, качественно и доброжелательно!",1,1,1,0,0
благодарю вас за быструю услугу.,0,0,0,0,1
благодарю за выполненную работу.быстро и качественно,1,1,0,0,1
спасибо огромное !🙏🏼,0,0,0,1,1
отличная работа! спасибо!,0,0,0,0,1
спасибо большое за оперативность!!!,1,0,0,0,1
оперативно помогли,1,0,0,0,1
протечки устранена.спасибо,0,0,0,0,1
"спасибо большое , в квартире а в правду очень тепло стало как сделали отопление .  вот что значит опытные сантехники",0,0,0,1,1
спасибо👍,0,0,0,0,1
этот же автомобиль в этом же месте припаркован на данный момент. из-за этого автомобиля участок еле проходим,0,0,0,0,0
добрый день. спасибо за понимание и быстрое решение!,1,0,0,0,1
спасибо за решение проблемы!,0,0,0,0,1
во время устранили,0,0,0,0,1
большое вам спасибо :),0,0,0,0,1
спасибо! оперативно все починили,1,0,0,0,1
мастер  оперативно нашел причину протечки,1,0,1,0,0
отлично !!!все устранили в кратчайший срок.благодарю!,0,0,0,0,1
111,0,0,0,0,0
"пока работает, всё хорошо",0,0,0,0,0
убрали,0,0,0,0,0
мастер супер! спасибо огромное!,0,0,0,0,1
спасибо огромное!!! всё профессионально,0,0,1,0,1
"всё работает, спасибо!!!",0,0,0,0,1
андрей с товарищем все исправили !отличная работа,0,0,1,0,1
супер мастер !!!,0,0,1,0,0
"я сделала ремонт в коридоре. и если в подвале сухо, но надеюсь что от грибка в квартире больше нет. благодарю за фото.",0,0,0,0,1
хороший мастер 👍,0,0,1,0,0
спасибо огромное.у нас в самолёте первоклассные специалисты.👍,0,0,0,0,1
ну здесь в целом могу сказать что заявку выполнили👍🏻 здесь вам спасибо,0,0,0,1,1
спасибо большое за компетентное разъяснение вопроса!,0,0,1,0,1
было бы хорошо чтобы они не ломались каждый жень! они же новые!,0,0,0,0,0
"очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.",0,1,0,1,0
супер мастер! протечка устранена ! спасибо !,0,1,1,0,1
так и не работает дверь входная и дамовон,0,0,0,0,0
"хотелось  бы, чтобы работа выполнялась , постоянно, без заявок",0,0,0,0,0
"удивлен, что так быстро среагировали",1,0,0,1,0
все супер. отличный спокойный мастер,0,0,1,0,0
большой спасибо татьяне 🙏,0,0,0,0,1
"шум прошел. надеюсь не повторится, спасибо.",0,0,0,0,1
"спасибо, очень быстро всё сделали.",1,0,0,1,1
"5 звезд заочно , так как специалист дал оперативную и грамотную консультацию, но проблема пока не решена",1,0,1,0,0
спасибо большое,0,0,0,0,1
спасибо за оперативность!,1,0,0,0,1
оперативно пришел сотрудник и нашел источник протечки,1,0,0,0,0
быстро приняли меры.,1,0,0,0,0
все сделали,0,0,0,1,0
спасибо большое!,0,0,0,0,1
все сделано грамотно и оперативно,1,0,1,0,0
спасибо за быструю и качественную работу!,0,0,0,0,1
оперативно.,1,0,0,0,0
спасибо.,0,0,0,0,1
"быстро, качественно,результативно 👍👍👍спасибо",1,1,0,0,1
спасибо большое. все быстро починили.,1,0,0,0,1
всё хорошо,0,0,0,0,0
"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",1,0,0,0,1
"спасибо сантехнику валерию , что устранил гул у соседей",0,0,1,0,1
батарея в ванной горячая. спасибо.,0,0,0,0,1
огромное спасибо слесарям. пришли быстро. все устранили.,1,0,0,0,1
"никто не приходил как гремело так и гремит
после повторного обращения и переоткрытия заявки дефекты были устранены.",0,0,0,0,0
"спасибо , все сделал мастер",0,0,0,0,1
приятный менеджер👍,0,0,1,0,0
"спасибо большое, все быстро и по делу",1,0,0,0,1
"спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел",0,0,0,1,1
"спасибо,  очень оперативно",1,0,0,0,1
спасибо за оперативность!,1,0,0,0,1
а тлично,0,0,0,0,0
"вопрос решен, спасибо!",0,0,0,0,1
оплатил,0,0,0,0,0
"лифт не работает, кнопки не активны",0,0,0,0,0
спасибо. заменили лампу,0,0,0,0,1
прошу просмотреть прошел ли платеж сегодня. на новую сумму в квитанции деньги списали,0,0,0,0,0
оперативно!,1,0,0,0,0
не передали в гарантийный отдел!,0,0,0,0,0
"мастер быстро отреагировал, сразу пришел , проблему решили",1,0,0,0,1
очень оперативно. спасибо !,1,0,0,0,1
оперативно исправили,1,0,0,0,1
"спасибо, всё быстро и качественно",1,1,0,0,1
спасибо большое,0,0,0,0,1
"отлично!спасибо,мастер все установил как нужно.",0,1,0,0,1
спасибо за ликвидацию аварии!!,0,0,0,0,1
мастер подошёл в течении 3 минут. спасибо огромное.,1,0,0,0,1
не работают 2 грузовых лифта,0,0,0,0,0
спасибо юлии и ерлану за решение вопроса!,0,0,0,0,1
быстро пришли. течь устранили.,1,0,0,0,1
спасибо за оперативную работу,0,0,0,0,1
спасибо 🎄,0,0,0,0,1
21.01 уборка была выполнена,0,0,0,0,0
спасибо большое.,0,0,0,0,1
"мастер все сделал хорошо, все замазал, установил крепко и подключил.",0,0,0,0,0
подача горячей воды в систему отопления была выполнена в течение 30 мин. с момента подачи заявки по отсутствию отопления.,0,0,0,0,0
подача горячей воды в систему горячего водоснабжения была выполнена в течение 30 мин. с момента подачи заявки по отсутствию горячей воды,0,0,0,0,0
спасибо большое. все хорошо сделали!,0,1,0,1,1
большое спасибо менеджеру репиной светлане за оперативное решение проблемы,1,0,0,0,1
быстро устранили течь в шахте,1,0,0,0,1
мастер приехал вовремя и устранил неполадки,0,0,0,0,0
спасибо! очень оперативно несмотря на праздники.,1,0,0,0,1
"очень приятно, что так оперативно отреагировали и решили вопрос.  спасибо большое!",1,0,0,0,1
"супер, спасибо",0,0,0,0,1
быстро и хорошо. спасибо!,1,0,0,0,1
починили быстро! спасибо!,1,0,0,0,1
"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",0,1,0,1,1
засор устранили,0,0,0,0,1
спасибо))),0,0,0,0,1
"оперативно, молодцы",1,0,0,0,0
спасибо!!!,0,0,0,0,1
"оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом",1,0,0,0,1
спасибо большое,0,0,0,0,1
"все мастер поправил, работает. спасибо большое!",0,0,0,0,1
"услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса)",0,1,0,1,0
"сроки, конечно, так себе",0,0,0,0,0
заявка не выполнена,0,0,0,0,0
долго мастер не приходил после оплаты,0,0,0,0,0
"еще бы плитку восстановили, пока никто не сломал ноги",0,0,0,0,0
спасибо за оперативность в тот день 👍,1,0,0,0,1
"течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.",1,1,0,0,1
оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо,1,0,1,0,1
спасибо 👍теперь все работает.,0,1,0,0,1
благодарю за развернутый ответ!,0,0,0,0,1
спасибо мастерам! они отлично выполнили свою работу,0,1,0,1,1
доводчик заменили,0,0,0,0,0
"я прошу прощения что донимаю возможно  не по адресуно хочу понять это отдельный платеж за кап ремонт получается
или это к ним нужно обратиться ?",0,0,0,0,0
спасибо большое.  все очень быстро и удобно.,1,0,0,1,1
спасибо за отмену заявки по моей просьбе,0,0,0,0,1
"спасибо, теперь всё работает.",0,0,0,0,1
"очень хорошо убрали, спасибо",0,0,0,0,1
данные расчета не предоставили.,0,0,0,0,0
"показания по счетчикам сняли, но нет ответа по поводу суммы в последней квитанции — она верна? почему она идентична с предыдущим месяцем?",0,0,0,0,0
быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо,1,0,0,0,1
"все быстро и оперативно, спасибо!",1,0,0,0,1
"здравствуйте. прошу заметить, что и в крайней квитанции, и в более ранних неверно проставлены даты последних платежей. с чем это связано?",0,0,0,0,0
"добрый день! в ноябре счет был оплачен 15 ноября . вот скрин из приложения банка . прошу проверить оплаты . и написать поступившие вам с октября до конца года . ноябрь был оплачен , проверьте , пожалуйста . тут нет возможности приложить скрин. напишите , куда отправить квитанцию о оплате",0,0,0,0,0
"оперативно, благодарю",1,0,0,0,1
"все ок, спасибо",0,0,0,1,1
не могу найти как открыть новую,0,0,0,0,0
ждём морозной погоды что бы замерить тепловизором температуру на стене.,0,0,0,0,0
"так 2 декабря оплачивали за ноябрь, а сейчас идёт авансовый которая должна быть до января оплачена",0,0,0,0,0
"мастер просто супер! сделал всё на высшем уровне, спасибо большое 👍",0,0,0,0,1
как не убрано было так до сих пор и не убрано!,0,0,0,0,0
"на 24.01.2025 назначено уборка частей забора, надеемся и куч графия и блоков, занимающих места. ждём.",0,0,0,0,0
"проконсультировали по телефону, обещали перерасчёт в следующем счете. жду счет",0,0,0,0,0
"добрый вечер. да, в личном кабинете написано, что оплата . объясните почему нет чеков в истории оплат?",0,0,0,0,0
"проблема решена, но после повторных заявок",0,0,0,0,1
смотрите сообщения от 23.09.24 о поверке счетчиков. вы же мне и предлагали. вот акт у вас есть. так с чего мне начисляется отопление не по счетчику?!,0,0,0,0,0
снова не работает доводчик двери,0,0,0,0,0
спасибо огромное за перепрограммирование,0,0,0,0,1
"просили разобраться по счету за кладовое помещение, а не за квартиру",0,0,0,0,0
в приложении не обновился номер нового счетчика по горячему водоснабжению. можете перепроверить информацию?,0,0,0,0,0
"заявка закрыта без фактического исполнения и не обоснованно. контрольные показания счетчика так и не сняты, акт не составлен, перерасчет не сделан. прошу возобновить исполнение заявки.",0,0,0,0,0
всё быстро сделали),1,0,0,1,0
все понятно спасибо,0,0,0,0,1
у меня были вопросы по показаниям счётчиков воды за период с октября 2024 года. а мне приведены данные за ноябрь-декабрь 2024,0,0,0,0,0
"дрлго. все сроки оплаты уже прошли к тому моменту, как появилась информация в банковском приложении.",0,0,0,0,0
в жк спутник самый лучший инженер!,0,0,0,0,0
"спасибо, хоть и очень не оперативно, заявка выполнена",1,0,0,1,1
поверку не произвели,0,0,0,0,0
спасибо за решение проблемы!,0,0,0,0,1
"решили, но пришлось 2 раза просить",0,0,0,0,1
"а можно обновить данные в личном кабинете, чтоб светились актуальные счетчикм",0,0,0,0,0
"наконец то уровень сервиса дошёл до отметки, где смогли решить эту проблему",0,0,0,0,0
"соседи так и хранят вещи , а лист был просто положен в результате его просто выбросили , нужно наклеить лист оповещения на окно чтоб было видно либо принять меры к людям которые продолжают пренебрегать правилами пользования помещения",0,0,0,0,0
большое спасибо марине за контроль уборки .   надеюсь что так будет всегда.,0,0,0,0,1
"добрый день, я просил составить заявку по уборке лестничного марша. по поводу уборки в коридорах у меня пока нет претензий. прошу навести порядок на лестничном марше",0,0,0,0,0
магнитный замок так и не закреплён. диагностика и установление причин видимо даже не проводилось.,0,0,0,0,0
спасибо большое всё идеально,0,0,0,1,1
дверь исправна,0,0,0,0,1
плесень не устранена. просьба устранить.,0,0,0,0,0
"указанные ключи не работают. ростелеком 2 раза их перепрошивал, не открывают дверь. из приложения дверь открывается, клбчом нет. ерт от",0,0,0,0,0
"по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!",0,0,0,0,1
молодцы!,0,0,0,0,0
чудесный мастер! благодарю!,0,0,0,0,1
"добрый день, услуга оказана отвратительно, трещина задела  шпатлёвкой, после высыхания шов не был зашлифован сразу была нанесена краска. также испорчен вид  посещения моп из- за окраски не в тон ранее окрашеных стен.",1,0,0,0,0
напольное покрытие видимо отдельная задача.,0,0,0,0,0
долг за водоотвод не снят. подтверждающий документ не выслан.,0,0,0,0,0
большое спасибо за решение проблемы,0,0,0,0,1
спасибо! спускаем воздух регулярно,0,0,0,0,1
"пришёл пьяный сантехник,ни хрена не сделал,но заявка выполнена😂😂😂",0,0,0,1,0
"даже никто и не подходил к отвалившейся плитке каким образом стоит статус выполнено ?
свершилось чудо целый месяц приклеивал спасибо и на этом",0,0,0,1,1
после после проведенной регулировки окно стало цеплять раму,0,0,0,0,0
"-1 звезда за то,что не оперативно реагируете на заявки банальные",1,0,0,0,0
"соседи так же продолжают ставить вещи , прошу принять меры",0,0,0,0,0
всеееееее оооооооочень долгоооооо,0,0,0,0,1
отлично! спасибо),0,0,0,0,1
"решили просто закрыть, не выполнив?!",0,0,0,0,0
хотелось бы более быстрого решения проблемы,0,0,0,0,1
"проблему с течью воды устранили,но смеситель мне не заменили!",0,0,0,0,1
выполнили заявку через 2 недели,0,0,0,1,0
решили сами,0,0,0,0,1
отдельная  благодарность инженеру кириллу,0,0,1,0,0
"к моменту когда запланированы работы по установке шлагбаум, прошу рассмотреть возможность установки противондального шлагбаума",0,0,0,0,0
21.01 уборку провели,0,0,0,0,0
неверные показания,0,0,0,0,0
"огромная благодарность службе клининга за решение непростого но очень важного вопроса! 
навели идеальный порядок на указанных этажах эвакуационные лестницы свободны! впечатлили, спасибо вам🙏💕",0,0,0,0,1
снова окно дует хуже прежнего и не открывается на проветривание,0,0,0,0,0
"молодцы, спасибо.",0,0,0,0,1
чётко,0,0,0,0,0
задача ни решена,0,0,0,0,0
"жду перерасчета в квитанции, получается ?? тогда пока не оплачиваю тут выставленный счет",0,0,0,0,0
благодарю.,0,0,0,0,1
прошу отремонтировать розетку. доступ предоставлен.,0,0,0,0,0
"ситуация стала лучше, но все равно есть перепады давления",0,0,0,0,0
как вода стояла в поддоне так и стоит,0,0,0,0,0
никаких действий по заявке не произведено,0,0,0,0,0
пересчет в декабре не произведен!,0,0,0,0,0
"домофон звонит, но открыть дверь через него из квартиры я открыть не могу.",0,0,0,0,0
пока работает,0,0,0,0,0
жду ответа,0,0,0,0,0
после опломбировки не оставили документы в почтовом ящике. как их можно получить?,0,0,0,0,0
молодцы,0,1,1,0,1
"большое спасибо за качественную,быструю и  профессиональную работу!!!",0,0,1,0,1
всё отлично!,0,0,0,0,0
конструкция была смонтирована еще летом. никаких работ не производилось. прошу убрать конструкцию от моего помещения.,0,0,0,0,0
"работы не проводились и не начинались, ""завершились"" - они в фантазиях ))... с откоса как дуло,так и дует, со свистом!!!! из стены над окном тоже дует ветер!",0,0,0,0,0
спасибо большое 🙏🙏🙏🫶🫶🫶,0,0,0,0,1
на конец то. спасибо.,0,0,0,0,1
"работа выполнена, большое спасибо",0,1,0,0,1
"до сих пор в приложении нет актуальной информации о поверке счётчиков, я не могу из за этого передать показания.",0,0,0,0,0
"прошу исключить услугу ""обслуживание систем безопасности"" из квитанции. услуга домофона/видео для кладовой невозможна. в кладовую позвонить нельзя.",0,0,0,0,0
пломбировку сделали. ждем начисления),0,0,0,0,1
спасибо! наконец-то всё работает.,0,0,0,0,1
сделали,0,0,0,1,0
жду появления счетчика в лк,0,0,0,0,0
не отражен статус по поверке в приложении,0,0,0,0,0
все оперативно.,1,0,0,0,0
достойное решение инженера,0,0,1,0,0
"почему не отражается что проверка пройдена, пишет пройти же проверку в лк. даже на сообщение не ответили молча закрыли заявку",0,0,0,0,0
спасибо большое,0,0,0,0,1
благодарю за оперативность,1,0,0,0,1
"плитку уложили, но в дождь всё равно скапливается лужа :(",0,0,0,0,0
все хорошо,0,1,0,0,0
резиновые прокладки в окнах заменены частично. от продувания не помогло,0,0,0,0,0
спасибо большое за оперативность!!!,1,0,0,0,1
"все отлично, проблема решена",0,0,0,1,1
лампочки как перегорели так и никто их не поменял. 6этаж холл у лифта!,0,0,0,0,0
проблема не устранена! запах от тех. шкафа остался. сейчас ещё сильнее стало вонять,0,0,0,0,0
"долго, но приятно",0,0,0,0,1
